exp_name,dataset,model,setup,ckpt_avg,calib,seed,source_lang,target_lang,metric,score
xnli_xlmr_fft_ls_none,xnli,xlmr,fft,none,ls,3,en,el,ece,0.0258984565734863
xnli_xlmr_fft_ls_none,xnli,xlmr,fft,none,ls,3,en,el,accuracy,0.7572854161262512
xnli_xlmr_fft_ls_none,xnli,xlmr,fft,none,ls,3,en,es,ece,0.0296003930270671
xnli_xlmr_fft_ls_none,xnli,xlmr,fft,none,ls,3,en,es,accuracy,0.7956087589263916
xnli_xlmr_fft_ls_none,xnli,xlmr,fft,none,ls,3,en,hi,ece,0.0331919901072979
xnli_xlmr_fft_ls_none,xnli,xlmr,fft,none,ls,3,en,hi,accuracy,0.7007983922958374
xnli_xlmr_fft_ls_none,xnli,xlmr,fft,none,ls,3,en,ru,ece,0.0286909528076648
xnli_xlmr_fft_ls_none,xnli,xlmr,fft,none,ls,3,en,ru,accuracy,0.7534930109977722
xnli_xlmr_fft_ls_none,xnli,xlmr,fft,none,ls,3,en,sw,ece,0.0418443605303764
xnli_xlmr_fft_ls_none,xnli,xlmr,fft,none,ls,3,en,sw,accuracy,0.6427145600318909
xnli_xlmr_fft_ls_none,xnli,xlmr,fft,none,ls,3,en,tr,ece,0.0199074950069189
